# Range /mm, dE/dx (el) /MeV * cm ** 2 / mg, Ion Energy /MeV / u
6.053423211851436037e+01,8.431396453448464001e+00,4.375872947469119367e-01
6.071798299674870947e+01,8.428294346368012668e+00,4.395127118765838614e-01
6.090264785171970630e+01,8.425149004423142074e+00,4.414466009869735252e-01
6.108877110472405292e+01,8.421960302866619230e+00,4.433889993554346876e-01
6.127571331409177446e+01,8.418728118964388329e+00,4.453399444233457349e-01
6.146347808329269213e+01,8.415452331968474198e+00,4.472994737968294388e-01
6.165206903165216801e+01,8.412132823087500100e+00,4.492676252474782639e-01
6.184148979442085903e+01,8.408769475454764830e+00,4.512444367130826750e-01
6.203174402284481204e+01,8.405362174093818695e+00,4.532299462983621074e-01
6.222283538423583593e+01,8.401910805881446009e+00,4.552241922756999348e-01
6.241476756204215803e+01,8.398415259508031028e+00,4.572272130858804351e-01
6.260754425591954941e+01,8.394875425435165184e+00,4.592390473388312522e-01
6.280116918180236496e+01,8.391291195850516971e+00,4.612597338143648029e-01
6.299617494925333006e+01,8.387662464619795699e+00,4.632893114629291209e-01
6.319237489578968336e+01,8.383989127235805583e+00,4.653278194063568129e-01
6.338943813690163154e+01,8.380271080764492453e+00,4.673752969386194001e-01
6.358736847115046942e+01,8.376508223787874741e+00,4.694317835265848227e-01
6.378616971381146072e+01,8.372700456343848074e+00,4.714973188107783320e-01
6.398584569694735080e+01,8.368847679862716049e+00,4.735719426061463233e-01
6.418640026948227728e+01,8.364949797100377893e+00,4.756556949028240555e-01
6.438783729727595073e+01,8.361006712068167701e+00,4.777486158669068672e-01
6.459016066319802007e+01,8.357018329959148062e+00,4.798507458412224480e-01
6.479337426720324800e+01,8.352984557070808336e+00,4.819621253461116583e-01
6.499806013470745825e+01,8.348905300724178247e+00,4.840827950802070734e-01
6.520404591018697715e+01,8.344780469179083227e+00,4.862127959212186323e-01
6.541093803862816003e+01,8.340609971545639212e+00,4.883521689267210641e-01
6.561874050805242575e+01,8.336393717691755967e+00,4.905009553349456430e-01
6.582745732402885608e+01,8.332131618146645380e+00,4.926591965655749417e-01
6.603709250975128953e+01,8.327823584000171309e+00,4.948269342205413035e-01
6.624765010611599791e+01,8.323469526798003670e+00,4.970042100848292010e-01
6.645913417179932026e+01,8.319069358432454209e+00,4.991910661272786487e-01
6.667154878333624879e+01,8.314622989640721329e+00,5.013875445013972199e-01
6.688494049283825404e+01,8.310130312661502927e+00,5.035936875461706208e-01
6.710031688307475406e+01,8.305591205755156636e+00,5.058095377868794262e-01
6.731664094568671430e+01,8.301005545590610879e+00,5.080351379359182573e-01
6.753391685050414139e+01,8.296373207360044688e+00,5.102705308936201778e-01
6.775214878570457699e+01,8.291694064613638560e+00,5.125157597490821448e-01
6.797134095789395758e+01,8.286967989088735109e+00,5.147708677809976763e-01
6.819149759218737472e+01,8.282194850533292296e+00,5.170358984584876305e-01
6.841262293229097224e+01,8.277374516523503090e+00,5.193108954419420886e-01
6.863472124058344548e+01,8.272506852275455458e+00,5.215959025838599050e-01
6.885779679819825105e+01,8.267591720450750969e+00,5.238909639296938092e-01
6.908295124021260847e+01,8.262628980955867064e+00,5.261961237186998375e-01
6.930919698825833564e+01,8.257618490735186612e+00,5.285114263847905391e-01
6.953643823467439233e+01,8.252560103557604165e+00,5.308369165573906256e-01
6.976467935972878820e+01,8.247453669796461995e+00,5.331726390622978373e-01
6.999392476296303300e+01,8.242299036202785700e+00,5.355186389225472521e-01
7.022417886327683334e+01,8.237096045671600919e+00,5.378749613592770373e-01
7.045544609901352828e+01,8.231844537001261841e+00,5.402416517926035278e-01
7.068773092804548241e+01,8.226544344645571272e+00,5.426187558424945268e-01
7.092128628464300277e+01,8.221195298458628287e+00,5.450063193296489361e-01
7.115692813222507596e+01,8.215797223432172558e+00,5.474043882763802715e-01
7.139360682172474526e+01,8.210349939425325871e+00,5.498130089075037308e-01
7.163132691532470631e+01,8.204853260886590505e+00,5.522322276512270367e-01
7.187009299528163808e+01,8.199306996567887751e+00,5.546620911400459430e-01
7.210990966401450919e+01,8.193710949230545992e+00,5.571026462116427380e-01
7.235078154419313989e+01,8.188064915343012728e+00,5.595539399097877453e-01
7.259271327882761682e+01,8.182368684770210621e+00,5.620160194852490410e-01
7.283570953135752291e+01,8.176622056194167598e+00,5.644889323967008377e-01
7.308095379760983690e+01,8.170824937449312486e+00,5.669727263116394189e-01
7.332751501676744965e+01,8.164977285146397534e+00,5.694674491073014044e-01
7.357516112390187857e+01,8.159079054655304475e+00,5.719731488715871226e-01
7.382389689260212151e+01,8.153130199670119538e+00,5.744898739039870916e-01
7.407372711746131699e+01,8.147130671993775053e+00,5.770176727165132746e-01
7.432465661416924263e+01,8.141080421315807669e+00,5.795565940346347755e-01
7.457669021960489886e+01,8.134979394983039569e+00,5.821066867982145343e-01
7.482983279193011583e+01,8.128827537763068989e+00,5.846680001624566803e-01
7.508533326524050722e+01,8.122624791600458138e+00,5.872405834988511097e-01
7.534223914634819153e+01,8.116371095365389365e+00,5.898244863961259465e-01
7.560027543272616413e+01,8.110066384594716737e+00,5.924197586612036659e-01
7.585944709824296694e+01,8.103710591225199877e+00,5.950264503201607713e-01
7.611975913865249765e+01,8.097303643318825905e+00,5.976446116191922453e-01
7.638121657169045875e+01,8.090845464779974350e+00,6.002742930255812182e-01
7.664382443717072135e+01,8.084335975064389501e+00,6.029155452286680816e-01
7.690777920555041192e+01,8.077775088879658227e+00,6.055684191408327033e-01
7.717433632241915120e+01,8.071162715877138183e+00,6.082329658984721998e-01
7.744206631072408697e+01,8.064498760335100158e+00,6.109092368629875924e-01
7.771097433118809761e+01,8.057783120832974433e+00,6.135972836217745696e-01
7.798106556724160043e+01,8.051015689916450668e+00,6.162971579892166929e-01
7.825234522512249669e+01,8.044196353753344297e+00,6.190089120076848195e-01
7.852481853397655698e+01,8.037324991779978944e+00,6.217325979485402998e-01
7.879849074595821889e+01,8.030401476337944544e+00,6.244682683131430601e-01
7.907461038819631938e+01,8.023425682311195573e+00,6.272159758338609059e-01
7.935244013098045457e+01,8.016397550251713966e+00,6.299757734750900395e-01
7.963149234560579259e+01,8.009317047884373153e+00,6.327477144342734672e-01
7.991177241104070106e+01,8.002184138528900093e+00,6.355318521429268452e-01
8.019328572992142767e+01,7.994998780641460634e+00,6.383282402676685452e-01
8.047603772865623739e+01,7.987760927485203943e+00,6.411369327112540484e-01
8.076003385752997588e+01,7.980470526791581420e+00,6.439579836136151147e-01
8.104636813571471521e+01,7.973127520412260694e+00,6.467914473529033925e-01
8.133471718443396981e+01,7.965731843961472158e+00,6.496373785465390238e-01
8.162433499073455323e+01,7.958283426448594433e+00,6.524958320522609156e-01
8.191522713724565108e+01,7.950782189900793107e+00,6.553668629691881131e-01
8.220739923116039449e+01,7.943228048975548461e+00,6.582505266388795073e-01
8.250085690434397634e+01,7.935620910562853680e+00,6.611468786464007596e-01
8.279560581344223635e+01,7.927960673376903245e+00,6.640559748213963331e-01
8.309306492949843914e+01,7.920247227537118739e+00,6.669778712391650766e-01
8.339236695602581051e+01,7.912480454138234975e+00,6.699126242217412486e-01
8.369298593406378473e+01,7.904660224809320290e+00,6.728602903389808709e-01
8.399492765829843677e+01,7.896786401261492117e+00,6.758209264096517455e-01
8.429819794891275819e+01,7.888858834824125310e+00,6.787945895025265797e-01
8.460280265169919289e+01,7.880877365969369386e+00,6.817813369374874366e-01
8.490896268886740472e+01,7.872841823824736629e+00,6.847812262866269650e-01
8.521830556049376071e+01,7.864752025738116714e+00,6.877943153753596217e-01
8.552900956410708488e+01,7.856607869359796936e+00,6.908206622835362243e-01
8.584108068879089615e+01,7.848409522365596303e+00,6.938603253465630560e-01
8.615452494998105237e+01,7.840157204418698456e+00,6.969133631565265219e-01
8.646934838958195257e+01,7.831851136144934777e+00,6.999798345633237995e-01
8.678555707608255432e+01,7.823491538898911912e+00,7.030597986757932683e-01
8.710469116720571492e+01,7.815078634522343748e+00,7.061533148628593715e-01
8.742584807027549232e+01,7.806612645094642033e+00,7.092604427546733703e-01
8.774841808796239206e+01,7.798093792675354408e+00,7.123812422437635350e-01
8.807240743807741978e+01,7.789522299038530662e+00,7.155157734861899987e-01
8.839782236579041808e+01,7.780898385398710815e+00,7.186640969027040526e-01
8.872466914375040403e+01,7.772222272128424869e+00,7.218262731799127696e-01
8.905416134312132215e+01,7.763494178467059470e+00,7.250023632714490684e-01
8.938614720169452710e+01,7.754714322220893408e+00,7.281924283991469959e-01
8.971959382310646447e+01,7.745882919454183835e+00,7.313965300542191184e-01
9.005450763482399168e+01,7.737000184171036743e+00,7.346147299984461254e-01
9.039089509259518707e+01,7.728066327988035944e+00,7.378470902653646579e-01
9.072876268057395066e+01,7.719081559797334791e+00,7.410936731614634621e-01
9.106943886988109682e+01,7.710046085420088069e+00,7.443545412673847617e-01
9.141263825470515769e+01,7.700960107250042874e+00,7.476297574391298495e-01
9.175734774273004746e+01,7.691823826506851702e+00,7.509193848092716728e-01
9.210357397852384054e+01,7.682637684216627960e+00,7.542234867881709715e-01
9.245132363589127067e+01,7.673402566551662751e+00,7.575421270651996331e-01
9.280060341800211177e+01,7.664119424764979982e+00,7.608753696099654906e-01
9.315332731294765267e+01,7.654789230531713784e+00,7.642232786735496664e-01
9.350813241258624942e+01,7.645412976093162172e+00,7.675859187897421387e-01
9.386449868144691777e+01,7.635991674399306817e+00,7.709633547762861916e-01
9.422243298879212148e+01,7.626526359249863773e+00,7.743556517361285252e-01
9.458194223410954748e+01,7.617018085433786112e+00,7.777628750586733641e-01
9.494349542402190423e+01,7.607467928867086115e+00,7.811850904210434487e-01
9.530869565866478865e+01,7.597876986729005466e+00,7.846223637893455782e-01
9.567550280190860690e+01,7.588246377596431280e+00,7.880747614199435924e-01
9.604392392427229197e+01,7.578577241576495815e+00,7.915423498607314645e-01
9.641396612738593319e+01,7.568870740437288802e+00,7.950251959524217149e-01
9.678563654412717199e+01,7.559128057736642425e+00,7.985233668298300502e-01
9.716089981164799383e+01,7.549350398948923235e+00,8.020369299231704385e-01
9.753844712418140261e+01,7.539538991589713746e+00,8.055659529593549584e-01
9.791765567339044196e+01,7.529695085338397931e+00,8.091105039632993101e-01
9.829853276884185220e+01,7.519819952158513843e+00,8.126706512592335452e-01
9.868108575226514745e+01,7.509914886415835156e+00,8.162464634720206780e-01
9.906662225535768584e+01,7.499981204994115025e+00,8.198380095284758529e-01
9.945520726707408699e+01,7.490020247408392784e+00,8.234453586586993890e-01
9.984550208217576994e+01,7.480033375915834171e+00,8.270685803974094918e-01
1.002375142239266097e+02,7.470021975624002053e+00,8.307077445852810715e-01
1.006312512486935447e+02,7.459987454596481271e+00,8.343629213702941083e-01
1.010277448725612714e+02,7.449931243955782989e+00,8.380341812090849052e-01
1.014276631309225678e+02,7.439854797983511681e+00,8.417215948683040017e-01
1.018293410598098916e+02,7.429759594217594909e+00,8.454252334259809709e-01
1.022327864019064521e+02,7.419647133546616757e+00,8.491451682728945460e-01
1.026380069339635810e+02,7.409518940301130563e+00,8.528814711139455218e-01
1.030461439860525985e+02,7.399376562341824837e+00,8.566342139695448665e-01
1.034576888337616083e+02,7.389221571144552136e+00,8.604034691769977261e-01
1.038710445098674313e+02,7.379055561882065462e+00,8.641893093918986413e-01
1.042862189821516665e+02,7.368880153502414210e+00,8.679918075895320939e-01
1.047032202534548446e+02,7.358696988803891337e+00,8.718110370662799369e-01
1.051236809516658326e+02,7.348507733151120824e+00,8.756470714410331535e-01
1.055471436028660577e+02,7.338313624690723458e+00,8.794999846566116108e-01
1.059724695216981871e+02,7.328114800790710426e+00,8.833698509811899191e-01
1.063996669066802951e+02,7.317911203144332966e+00,8.872567450097257336e-01
1.068287439924047817e+02,7.307702738566689504e+00,8.911607416654027114e-01
1.072621986747239191e+02,7.297489277811926911e+00,8.950819162010711372e-01
1.076978724999719645e+02,7.287270654366224676e+00,8.990203442007000945e-01
1.081354633229394437e+02,7.277046663216247602e+00,9.029761015808330793e-01
1.085749795785610132e+02,7.266817059592646011e+00,9.069492645920526064e-01
1.090173227672949139e+02,7.256581557688283723e+00,9.109399098204494782e-01
1.094635458461076070e+02,7.246339829350759487e+00,9.149481141890989377e-01
1.099117323401518718e+02,7.236091502748860371e+00,9.189739549595445922e-01
1.103618908886027015e+02,7.225836161012555436e+00,9.230175097332835588e-01
1.108140301686485003e+02,7.215573340846109573e+00,9.270788564532687070e-01
1.112706178851030074e+02,7.205302531113964015e+00,9.311580734054066832e-01
1.117296088411489734e+02,7.195023171398904793e+00,9.352552392200677023e-01
1.121906193920500527e+02,7.184734650532201172e+00,9.393704328736018905e-01
1.126536584241760579e+02,7.174436305095186484e+00,9.435037336898611793e-01
1.131202327901391271e+02,7.164127417891976712e+00,9.476552213417285264e-01
1.135902446469148970e+02,7.153807216392796597e+00,9.518249758526545756e-01
1.140623245913407970e+02,7.143474871147565963e+00,9.560130775981958706e-01
1.145364817231587580e+02,7.133129494169207163e+00,9.602196073075708327e-01
1.150135562456086973e+02,7.122770137286369874e+00,9.644446460652114084e-01
1.154948142245432052e+02,7.112395790464986156e+00,9.686882753123272627e-01
1.159781897749144406e+02,7.102005380098301401e+00,9.729505768484754125e-01
1.164636922141965698e+02,7.091597767264853580e+00,9.772316328331370761e-01
1.169517821349526230e+02,7.081171745953980690e+00,9.815315257873017396e-01
1.174445214215994042e+02,7.070726041258382111e+00,9.858503385950566633e-01
1.179394287983036946e+02,7.060259307533208961e+00,9.901881545051873790e-01
1.184365138048251538e+02,7.049770126521281099e+00,9.945450571327766331e-01
1.189361401875312936e+02,7.039257005443863235e+00,9.989211304608230924e-01
1.194406068895642647e+02,7.028718528119511255e+00,1.003316458841855940e+00
1.199472932831675962e+02,7.018154529852743906e+00,1.007731126999561910e+00
1.204562091351516955e+02,7.007565494538928519e+00,1.012165220030417867e+00
1.209679027834411187e+02,6.996951901538608354e+00,1.016618823405332828e+00
1.214843511313680011e+02,6.986314219835341177e+00,1.021092022971292979e+00
1.220030718910116292e+02,6.975652907440958117e+00,1.025584904953018128e+00
1.225240750611552301e+02,6.964968410787447439e+00,1.030097555954624600e+00
1.230483750089496056e+02,6.954261164105241200e+00,1.034630062961289898e+00
1.235770631741481651e+02,6.943531588787682729e+00,1.039182513340936698e+00
1.241080776071834606e+02,6.932780092741522182e+00,1.043754994845911499e+00
1.246414285438095391e+02,6.922007069723179917e+00,1.048347595614677497e+00
1.251788776870428137e+02,6.911212898660563653e+00,1.052960404173514330e+00
1.257200675824131082e+02,6.900397942960238673e+00,1.057593509438223833e+00
1.262636387541765970e+02,6.889562549799730817e+00,1.062247000715843992e+00
1.268096016801292052e+02,6.878707049404738427e+00,1.066920967706370460e+00
1.273607461316941283e+02,6.867831754310996573e+00,1.071615500504486951e+00
1.279147037830582292e+02,6.856936958610635457e+00,1.076330689601296964e+00
1.284710988899057611e+02,6.846022937182705270e+00,1.081066625886075494e+00
1.290308194122603140e+02,6.835089944907744908e+00,1.085823400648015191e+00
1.295953314493550010e+02,6.824138215866051738e+00,1.090601105577989172e+00
1.301623273820270867e+02,6.813167962519483645e+00,1.095399832770316717e+00
1.307318181396045134e+02,6.802179374876535789e+00,1.100219674724538743e+00
1.313062347826655412e+02,6.791172619640421182e+00,1.105060724347201706e+00
1.318840022036640676e+02,6.780147839339938365e+00,1.109923074953648836e+00
1.324643118449295969e+02,6.769105151442864177e+00,1.114806820269814480e+00
1.330481321625283613e+02,6.758044647451606934e+00,1.119712054434037762e+00
1.336368441047192164e+02,6.746966391980874889e+00,1.124638871998872025e+00
1.342281464238966748e+02,6.735870452265815267e+00,1.129587367932909370e+00
1.348220505179149882e+02,6.724757020797634155e+00,1.134557637622610748e+00
1.354215797765057800e+02,6.713626314394248951e+00,1.139549776874144715e+00
1.360240511207893519e+02,6.702478526955374605e+00,1.144563881915234393e+00
1.366291733844673786e+02,6.691313828593808744e+00,1.149600049397011770e+00
1.372389420019465547e+02,6.680132364764521213e+00,1.154658376395882646e+00
1.378527611514276998e+02,6.668934255376583131e+00,1.159738960415392706e+00
1.384692811515027699e+02,6.657719593887575726e+00,1.164841899388113777e+00
1.390896695928063878e+02,6.646488446380275583e+00,1.169967291677528110e+00
1.397150179629570914e+02,6.635240850621391573e+00,1.175115236079923520e+00
1.403431179131430326e+02,6.623976815102044391e+00,1.180285831826299869e+00
1.409745078696632845e+02,6.612696318059748002e+00,1.185479178584280424e+00
1.416115698391289470e+02,6.601399306481647855e+00,1.190695376460034094e+00
1.422514349293510350e+02,6.590085695088744089e+00,1.195934526000203224e+00
1.428942095477733574e+02,6.578755365300786195e+00,1.201196728193846042e+00
1.435431727952065728e+02,6.567408164181665953e+00,1.206482084474374883e+00
1.441949915299177007e+02,6.556043903364898284e+00,1.211790696721521510e+00
1.448496783162663633e+02,6.544662357959039056e+00,1.217122667263294655e+00
1.455105916714071554e+02,6.533263265432687206e+00,1.222478098877953556e+00
1.461745562164591945e+02,6.521846324478786094e+00,1.227857094795990145e+00
1.468414422556311081e+02,6.510411193857964740e+00,1.233259758702118125e+00
1.475146014162843358e+02,6.498957491220599181e+00,1.238686194737272039e+00
1.481909079546512658e+02,6.487484791907326631e+00,1.244136507500613664e+00
1.488701902928404763e+02,6.475992627727658046e+00,1.249610802051550840e+00
1.495559884526822430e+02,6.464480620040440328e+00,1.255109183911756965e+00
1.502448374476735751e+02,6.452949019037290235e+00,1.260631759067212254e+00
1.509370289639639395e+02,6.441398262644943529e+00,1.266178633970242329e+00
1.516355507611935423e+02,6.429828773750118742e+00,1.271749915541570575e+00
1.523371461070612725e+02,6.418240959480285390e+00,1.277345711172380049e+00
1.530426773300160903e+02,6.406635210530563285e+00,1.282966128726382937e+00
1.537540950476925730e+02,6.395011900477251210e+00,1.288611276541900441e+00
1.544686430570307323e+02,6.383371385077781568e+00,1.294281263433950446e+00
1.551879130361494106e+02,6.371714001556941120e+00,1.299976198696342955e+00
1.559124345582241062e+02,6.360040067879145553e+00,1.305696192103791731e+00
1.566401440296889689e+02,6.348349882006577793e+00,1.311441353914026831e+00
1.573735534733686450e+02,6.336643721143000896e+00,1.317211794869920016e+00
1.581113893492600937e+02,6.324921840963027009e+00,1.323007626201621045e+00
1.588524717587035582e+02,6.313184474826664783e+00,1.328828959628699735e+00
1.596004232596436623e+02,6.301431832978914294e+00,1.334675907362301128e+00
1.603517868992013575e+02,6.289664101734226520e+00,1.340548582107307096e+00
1.611075988558202710e+02,6.277881442645592891e+00,1.346447097064511933e+00
1.618693549448526596e+02,6.266083991658091712e+00,1.352371565932796615e+00
1.626344628181805660e+02,6.254271858246609916e+00,1.358322102911330820e+00
1.634055309259922240e+02,6.242445124537603363e+00,1.364298822701767167e+00
1.641811898107465311e+02,6.230603844414609682e+00,1.370301840510455005e+00
1.649606708191024040e+02,6.218748042990634772e+00,1.376331272050659305e+00
1.657469948248015612e+02,6.206877779307392373e+00,1.382387233544792871e+00
1.665367787154841892e+02,6.194993219158391184e+00,1.388469841726655885e+00
1.673322361320603591e+02,6.183094519635564446e+00,1.394579213843685883e+00
1.681328479155509115e+02,6.171181811431538655e+00,1.400715467659219282e+00
1.689372731123230835e+02,6.159255197960213479e+00,1.406878721454755787e+00
1.697488298264483149e+02,6.147314754461132402e+00,1.413069094032246786e+00
1.705639574513789114e+02,6.135360527087482474e+00,1.419286704716380632e+00
1.713850862629511482e+02,6.123392531977433606e+00,1.425531673356882578e+00
1.722113258682924766e+02,6.111410754308627347e+00,1.431804120330825603e+00
1.730419803873281239e+02,6.099415147335576215e+00,1.438104166544951212e+00
1.738794523597492230e+02,6.087405631409728457e+00,1.444431933437999804e+00
1.747206092720684580e+02,6.075382092981999271e+00,1.450787542983051015e+00
1.755687032485837449e+02,6.063344383587481623e+00,1.457171117689876949e+00
1.764212645286819452e+02,6.051292318812144799e+00,1.463582780607297629e+00
1.772794467362292892e+02,6.039225677241219614e+00,1.470022655325561534e+00
1.781435367832628458e+02,6.027144199389088186e+00,1.476490865978721923e+00
1.790120531665274086e+02,6.015047586610375419e+00,1.482987537247031362e+00
1.798877983636043041e+02,6.002935499992008594e+00,1.489512794359344916e+00
1.807673969056570229e+02,5.990807559225991952e+00,1.496066763095534435e+00
1.816544241932192278e+02,5.978663351833157336e+00,1.502649569788911732e+00
1.825458582395325777e+02,5.966502823670194466e+00,1.509261341328667516e+00
1.834437917795424937e+02,5.954326412303345251e+00,1.515902205162309002e+00
1.843471921234179831e+02,5.942134574590630436e+00,1.522572289298127046e+00
1.852562807915532233e+02,5.929927752204864788e+00,1.529271722307657067e+00
1.861717791687815122e+02,5.917706371021989042e+00,1.536000633328158615e+00
1.870922723355162418e+02,5.905470840498049157e+00,1.542759152065105610e+00
1.880200013633522644e+02,5.893221553034600824e+00,1.549547408794685222e+00
1.889521488294791993e+02,5.880958883332439768e+00,1.556365534366309866e+00
1.898922420903470538e+02,5.868683187733447326e+00,1.563213660205139188e+00
1.908364718325291562e+02,5.856394803550433181e+00,1.570091918314615587e+00
1.917888861935304021e+02,5.844094048384786078e+00,1.577000441279001297e+00
1.927456697967220975e+02,5.831781219431780627e+00,1.583939362265943673e+00
1.937103200690214067e+02,5.819456592773353698e+00,1.590908815029036916e+00
1.946797938974110593e+02,5.807120422658213599e+00,1.597908933910401119e+00
1.956569317827312489e+02,5.794772940769087555e+00,1.604939853843271536e+00
1.966392334266319040e+02,5.782414355476925394e+00,1.612001710354599382e+00
1.976291112123898017e+02,5.770044851081911119e+00,1.619094639567666194e+00
1.986243795754540429e+02,5.757664587255733935e+00,1.626218778204704396e+00
1.996272501889179694e+02,5.745273766865894416e+00,1.633374263589537190e+00
2.006356255436623144e+02,5.732872736372455869e+00,1.640561233650218442e+00
2.016517424882811724e+02,5.720461847175194237e+00,1.647779826921699664e+00
2.026733663622798076e+02,5.708041430530093052e+00,1.655030182548496098e+00
2.037029836478382379e+02,5.695611796850975850e+00,1.662312440287368576e+00
2.047379987741493892e+02,5.683173234998728951e+00,1.669626740510018026e+00
2.057813709463841576e+02,5.670726011557952084e+00,1.676973224205792423e+00
2.068299213320371166e+02,5.658270370100887625e+00,1.684352032984402836e+00
2.078873035524191835e+02,5.645806530438409965e+00,1.691763309078654132e+00
2.089498382967357202e+02,5.633334687857961320e+00,1.699207195347187449e+00
2.100211826975699978e+02,5.620855012348220825e+00,1.706683835277228001e+00
2.110981530128051986e+02,5.608367647810310608e+00,1.714193372987360631e+00
2.121834118674295553e+02,5.595872711255422516e+00,1.721735953230301375e+00
2.132750744957134259e+02,5.583370291988625667e+00,1.729311721395688561e+00
2.143743970092053814e+02,5.570860450778679862e+00,1.736920823512886569e+00
2.154810097275187104e+02,5.558343219013687886e+00,1.744563406253799354e+00
2.165945467556343544e+02,5.545818599503618884e+00,1.752239616935699074e+00
2.177163684940291262e+02,5.533286703109170368e+00,1.759949603524066264e+00
2.188442725660401322e+02,5.520747856265996845e+00,1.767693514635435337e+00
2.199815632633463451e+02,5.508202388834691376e+00,1.775471499540270059e+00
2.211249762158831231e+02,5.495650609682934729e+00,1.783283708165833925e+00
2.222770087696405881e+02,5.483092805993338814e+00,1.791130291099082061e+00
2.234363210697337081e+02,5.470529242559287297e+00,1.799011399589562910e+00
2.246031219674330544e+02,5.457960161068693417e+00,1.806927185552334336e+00
2.257785952666862954e+02,5.445385779375452984e+00,1.814877801570892402e+00
2.269606499131180328e+02,5.432806290758464662e+00,1.822863400900111897e+00
2.281522191444027783e+02,5.420221863168032783e+00,1.830884137469202200e+00
2.293508671095086129e+02,5.407632638459480390e+00,1.838940165884667577e+00
2.305576157415275702e+02,5.395038731613805538e+00,1.847031641433298121e+00
2.317731210872857730e+02,5.382440229945212096e+00,1.855158720085155366e+00
2.329956659783461816e+02,5.369837192295334738e+00,1.863321558496581432e+00
2.342278391558893702e+02,5.357229648213969853e+00,1.871520314013217945e+00
2.354676769958848297e+02,5.344617607453390207e+00,1.879755144673038725e+00
2.367154518800162180e+02,5.332001219971528094e+00,1.888026209209397566e+00
2.379728499874599095e+02,5.319380750142678416e+00,1.896333667054086236e+00
2.392377459062095681e+02,5.306756443566138515e+00,1.904677678340410241e+00
2.405116199315564529e+02,5.294128522316414731e+00,1.913058403906268579e+00
2.417945153248556664e+02,5.281497184224718033e+00,1.921476005297265033e+00
2.430851962128039361e+02,5.268862602148449703e+00,1.929930644769813242e+00
2.443855897057950131e+02,5.256224923228446144e+00,1.938422485294268416e+00
2.456947111716152676e+02,5.243584268133839821e+00,1.946951690558067272e+00
2.470119055755134809e+02,5.230940730294388885e+00,1.955518424968882840e+00
2.483392455287099949e+02,5.218294375120080097e+00,1.964122853657795487e+00
2.496753240742588673e+02,5.205645239207827402e+00,1.972765142482474587e+00
2.510197630500349248e+02,5.192993329535133817e+00,1.981445458030377527e+00
2.523744838127094567e+02,5.180338622640503488e+00,1.990163967621952024e+00
2.537382536195033822e+02,5.167681063790400486e+00,1.998920839313876652e+00
2.551106717587656476e+02,5.155020634531275903e+00,2.007716241902288257e+00
2.564932156352835477e+02,5.142357685463871064e+00,2.016550344926040239e+00
2.578854146590272762e+02,5.129692692745575044e+00,2.025423318669969497e+00
2.592865501964363943e+02,5.117026117117156936e+00,2.034335334168178910e+00
2.606973662241347256e+02,5.104358403172824410e+00,2.043286563207334705e+00
2.621187345012418746e+02,5.091689978808002337e+00,2.052277178329979357e+00
2.635493272442806187e+02,5.079021254657805073e+00,2.061307352837849383e+00
2.649892592170912167e+02,5.066352623526024779e+00,2.070377260795227325e+00
2.664401486117909599e+02,5.053684459804568263e+00,2.079487077032291076e+00
2.679009397293717711e+02,5.041017118883196702e+00,2.088636977148484508e+00
2.693713575622492726e+02,5.028350936549396799e+00,2.097827137515900553e+00
2.708516011754435908e+02,5.015686228378296363e+00,2.107057735282683808e+00
2.723433337402149732e+02,5.003023289112451977e+00,2.116328948376444252e+00
2.738449806093786947e+02,4.990362392030749383e+00,2.125640955507687391e+00
2.753566557168920781e+02,4.977703785837713113e+00,2.134993936173258611e+00
2.768784727576190789e+02,4.965047688117715907e+00,2.144388070659798640e+00
2.784120882220636872e+02,4.952394290592351034e+00,2.153823540047227869e+00
2.799560261871220064e+02,4.939743760004917661e+00,2.163300526212230679e+00
2.815103937970738457e+02,4.927096237413621793e+00,2.172819211831762409e+00
2.830753044432190677e+02,4.914451837473333917e+00,2.182379780386570989e+00
2.846516054093404477e+02,4.901810647705730162e+00,2.191982416164733216e+00
2.862392750826251699e+02,4.889172727757673087e+00,2.201627304265207030e+00
2.878377765456330621e+02,4.876538108647657133e+00,2.211314630601401099e+00
2.894472231359441707e+02,4.863906792000148194e+00,2.221044581904757287e+00
2.910677280799768027e+02,4.851278749267692092e+00,2.230817345728345558e+00
2.926999675897106385e+02,4.838653920940549469e+00,2.240633110450488186e+00
2.943440540291084631e+02,4.826032215755264865e+00,2.250492065278384857e+00
2.959994897509015459e+02,4.813413618495411939e+00,2.260394400251761748e+00
2.976663881945332832e+02,4.800798460945395085e+00,2.270340306246533491e+00
2.993448626742537044e+02,4.788187137045459174e+00,2.280329974978482888e+00
3.010350263720336557e+02,4.775580022963608506e+00,2.290363599006957518e+00
3.027374236748549947e+02,4.762977476546062405e+00,2.300441371738580099e+00
3.044521819110656793e+02,4.750379836758773067e+00,2.310563487430979723e+00
3.061789216595647076e+02,4.737787423119866226e+00,2.320730141196526652e+00
3.079177560282930131e+02,4.725200535122851875e+00,2.330941529006106183e+00
3.096687980377924418e+02,4.712619451650543745e+00,2.341197847692890299e+00
3.114321606323111382e+02,4.700044430379499261e+00,2.351499294956129305e+00
3.132079566922773211e+02,4.687475707174856510e+00,2.361846069364966993e+00
3.149962990481272413e+02,4.674913495475460756e+00,2.372238370362265591e+00
3.167975361179364882e+02,4.662357974774224978e+00,2.382676398268451123e+00
